train_index,sample_id,video_id,outer_fold,judge_fold,inner_valid_outer0,inner_valid_outer1,inner_valid_outer2,inner_valid_outer3,inner_valid_outer4
644,Ci-AH39fi3Y$_$3,Ci-AH39fi3Y,4,0,0,0,0,0,0
645,Ci-AH39fi3Y$_$2,Ci-AH39fi3Y,4,0,0,0,0,0,0
646,Ci-AH39fi3Y$_$5,Ci-AH39fi3Y,4,0,0,0,0,0,0
647,Ci-AH39fi3Y$_$4,Ci-AH39fi3Y,4,0,0,0,0,0,0
648,Ci-AH39fi3Y$_$7,Ci-AH39fi3Y,4,0,0,0,0,0,0
649,Ci-AH39fi3Y$_$6,Ci-AH39fi3Y,4,0,0,0,0,0,0
650,Ci-AH39fi3Y$_$9,Ci-AH39fi3Y,4,0,0,0,0,0,0
651,Ci-AH39fi3Y$_$8,Ci-AH39fi3Y,4,0,0,0,0,0,0
652,Ci-AH39fi3Y$_$39,Ci-AH39fi3Y,4,0,0,0,0,0,0
653,Ci-AH39fi3Y$_$38,Ci-AH39fi3Y,4,0,0,0,0,0,0
654,Ci-AH39fi3Y$_$11,Ci-AH39fi3Y,4,0,0,0,0,0,0
655,Ci-AH39fi3Y$_$10,Ci-AH39fi3Y,4,0,0,0,0,0,0
656,Ci-AH39fi3Y$_$13,Ci-AH39fi3Y,4,0,0,0,0,0,0
657,Ci-AH39fi3Y$_$12,Ci-AH39fi3Y,4,0,0,0,0,0,0
658,Ci-AH39fi3Y$_$15,Ci-AH39fi3Y,4,0,0,0,0,0,0
659,Ci-AH39fi3Y$_$14,Ci-AH39fi3Y,4,0,0,0,0,0,0
660,Ci-AH39fi3Y$_$17,Ci-AH39fi3Y,4,0,0,0,0,0,0
661,Ci-AH39fi3Y$_$16,Ci-AH39fi3Y,4,0,0,0,0,0,0
662,Ci-AH39fi3Y$_$19,Ci-AH39fi3Y,4,0,0,0,0,0,0
663,Ci-AH39fi3Y$_$18,Ci-AH39fi3Y,4,0,0,0,0,0,0
664,Ci-AH39fi3Y$_$31,Ci-AH39fi3Y,4,0,0,0,0,0,0
665,Ci-AH39fi3Y$_$30,Ci-AH39fi3Y,4,0,0,0,0,0,0
666,Ci-AH39fi3Y$_$37,Ci-AH39fi3Y,4,0,0,0,0,0,0
667,Ci-AH39fi3Y$_$36,Ci-AH39fi3Y,4,0,0,0,0,0,0
668,Ci-AH39fi3Y$_$35,Ci-AH39fi3Y,4,0,0,0,0,0,0
669,Ci-AH39fi3Y$_$34,Ci-AH39fi3Y,4,0,0,0,0,0,0
670,Ci-AH39fi3Y$_$33,Ci-AH39fi3Y,4,0,0,0,0,0,0
671,Ci-AH39fi3Y$_$32,Ci-AH39fi3Y,4,0,0,0,0,0,0
672,Clx4VXItLTE$_$24,Clx4VXItLTE,2,1,1,0,0,0,0
673,Clx4VXItLTE$_$25,Clx4VXItLTE,2,1,1,0,0,0,0
674,Clx4VXItLTE$_$26,Clx4VXItLTE,2,1,1,0,0,0,0
675,Clx4VXItLTE$_$27,Clx4VXItLTE,2,1,1,0,0,0,0
676,Clx4VXItLTE$_$20,Clx4VXItLTE,2,1,1,0,0,0,0
677,Clx4VXItLTE$_$21,Clx4VXItLTE,2,1,1,0,0,0,0
678,Clx4VXItLTE$_$22,Clx4VXItLTE,2,1,1,0,0,0,0
679,Clx4VXItLTE$_$23,Clx4VXItLTE,2,1,1,0,0,0,0
680,Clx4VXItLTE$_$28,Clx4VXItLTE,2,1,1,0,0,0,0
681,Clx4VXItLTE$_$29,Clx4VXItLTE,2,1,1,0,0,0,0
682,Clx4VXItLTE$_$1,Clx4VXItLTE,2,1,1,0,0,0,0
683,Clx4VXItLTE$_$3,Clx4VXItLTE,2,1,1,0,0,0,0
684,Clx4VXItLTE$_$2,Clx4VXItLTE,2,1,1,0,0,0,0
685,Clx4VXItLTE$_$5,Clx4VXItLTE,2,1,1,0,0,0,0
686,Clx4VXItLTE$_$4,Clx4VXItLTE,2,1,1,0,0,0,0
687,Clx4VXItLTE$_$7,Clx4VXItLTE,2,1,1,0,0,0,0
688,Clx4VXItLTE$_$6,Clx4VXItLTE,2,1,1,0,0,0,0
689,Clx4VXItLTE$_$9,Clx4VXItLTE,2,1,1,0,0,0,0
690,Clx4VXItLTE$_$8,Clx4VXItLTE,2,1,1,0,0,0,0
691,Clx4VXItLTE$_$11,Clx4VXItLTE,2,1,1,0,0,0,0
692,Clx4VXItLTE$_$10,Clx4VXItLTE,2,1,1,0,0,0,0
693,Clx4VXItLTE$_$13,Clx4VXItLTE,2,1,1,0,0,0,0
694,Clx4VXItLTE$_$12,Clx4VXItLTE,2,1,1,0,0,0,0
695,Clx4VXItLTE$_$15,Clx4VXItLTE,2,1,1,0,0,0,0
696,Clx4VXItLTE$_$14,Clx4VXItLTE,2,1,1,0,0,0,0
697,Clx4VXItLTE$_$17,Clx4VXItLTE,2,1,1,0,0,0,0
698,Clx4VXItLTE$_$16,Clx4VXItLTE,2,1,1,0,0,0,0
699,Clx4VXItLTE$_$19,Clx4VXItLTE,2,1,1,0,0,0,0
700,Clx4VXItLTE$_$18,Clx4VXItLTE,2,1,1,0,0,0,0
701,Clx4VXItLTE$_$31,Clx4VXItLTE,2,1,1,0,0,0,0
702,Clx4VXItLTE$_$30,Clx4VXItLTE,2,1,1,0,0,0,0
703,Dg_0XKD0Mf4$_$11,Dg_0XKD0Mf4,0,0,0,1,0,0,0
704,Dg_0XKD0Mf4$_$10,Dg_0XKD0Mf4,0,0,0,1,0,0,0
705,Dg_0XKD0Mf4$_$13,Dg_0XKD0Mf4,0,0,0,1,0,0,0
706,Dg_0XKD0Mf4$_$12,Dg_0XKD0Mf4,0,0,0,1,0,0,0
707,Dg_0XKD0Mf4$_$15,Dg_0XKD0Mf4,0,0,0,1,0,0,0
708,Dg_0XKD0Mf4$_$14,Dg_0XKD0Mf4,0,0,0,1,0,0,0
709,Dg_0XKD0Mf4$_$17,Dg_0XKD0Mf4,0,0,0,1,0,0,0
710,Dg_0XKD0Mf4$_$16,Dg_0XKD0Mf4,0,0,0,1,0,0,0
711,Dg_0XKD0Mf4$_$18,Dg_0XKD0Mf4,0,0,0,1,0,0,0
712,Dg_0XKD0Mf4$_$1,Dg_0XKD0Mf4,0,0,0,1,0,0,0
713,Dg_0XKD0Mf4$_$3,Dg_0XKD0Mf4,0,0,0,1,0,0,0
714,Dg_0XKD0Mf4$_$2,Dg_0XKD0Mf4,0,0,0,1,0,0,0
715,Dg_0XKD0Mf4$_$5,Dg_0XKD0Mf4,0,0,0,1,0,0,0
716,Dg_0XKD0Mf4$_$4,Dg_0XKD0Mf4,0,0,0,1,0,0,0
717,Dg_0XKD0Mf4$_$7,Dg_0XKD0Mf4,0,0,0,1,0,0,0
718,Dg_0XKD0Mf4$_$6,Dg_0XKD0Mf4,0,0,0,1,0,0,0
719,Dg_0XKD0Mf4$_$9,Dg_0XKD0Mf4,0,0,0,1,0,0,0
720,Dg_0XKD0Mf4$_$8,Dg_0XKD0Mf4,0,0,0,1,0,0,0
721,G-xst2euQUc$_$11,G-xst2euQUc,1,1,0,0,0,0,0
722,G-xst2euQUc$_$10,G-xst2euQUc,1,1,0,0,0,0,0
723,G-xst2euQUc$_$13,G-xst2euQUc,1,1,0,0,0,0,0
724,G-xst2euQUc$_$12,G-xst2euQUc,1,1,0,0,0,0,0
725,G-xst2euQUc$_$15,G-xst2euQUc,1,1,0,0,0,0,0
726,G-xst2euQUc$_$14,G-xst2euQUc,1,1,0,0,0,0,0
727,G-xst2euQUc$_$17,G-xst2euQUc,1,1,0,0,0,0,0
728,G-xst2euQUc$_$16,G-xst2euQUc,1,1,0,0,0,0,0
729,G-xst2euQUc$_$19,G-xst2euQUc,1,1,0,0,0,0,0
730,G-xst2euQUc$_$18,G-xst2euQUc,1,1,0,0,0,0,0
731,G-xst2euQUc$_$20,G-xst2euQUc,1,1,0,0,0,0,0
732,G-xst2euQUc$_$1,G-xst2euQUc,1,1,0,0,0,0,0
733,G-xst2euQUc$_$3,G-xst2euQUc,1,1,0,0,0,0,0
734,G-xst2euQUc$_$2,G-xst2euQUc,1,1,0,0,0,0,0
735,G-xst2euQUc$_$5,G-xst2euQUc,1,1,0,0,0,0,0
736,G-xst2euQUc$_$4,G-xst2euQUc,1,1,0,0,0,0,0
737,G-xst2euQUc$_$7,G-xst2euQUc,1,1,0,0,0,0,0
738,G-xst2euQUc$_$6,G-xst2euQUc,1,1,0,0,0,0,0
739,G-xst2euQUc$_$9,G-xst2euQUc,1,1,0,0,0,0,0
740,G-xst2euQUc$_$8,G-xst2euQUc,1,1,0,0,0,0,0
741,G-xst2euQUc$_$21,G-xst2euQUc,1,1,0,0,0,0,0
742,G6GlGvlkxAQ$_$24,G6GlGvlkxAQ,3,0,0,0,0,0,0
743,G6GlGvlkxAQ$_$25,G6GlGvlkxAQ,3,0,0,0,0,0,0
744,G6GlGvlkxAQ$_$26,G6GlGvlkxAQ,3,0,0,0,0,0,0
745,G6GlGvlkxAQ$_$27,G6GlGvlkxAQ,3,0,0,0,0,0,0
746,G6GlGvlkxAQ$_$20,G6GlGvlkxAQ,3,0,0,0,0,0,0
747,G6GlGvlkxAQ$_$21,G6GlGvlkxAQ,3,0,0,0,0,0,0
748,G6GlGvlkxAQ$_$22,G6GlGvlkxAQ,3,0,0,0,0,0,0
749,G6GlGvlkxAQ$_$23,G6GlGvlkxAQ,3,0,0,0,0,0,0
750,G6GlGvlkxAQ$_$28,G6GlGvlkxAQ,3,0,0,0,0,0,0
751,G6GlGvlkxAQ$_$29,G6GlGvlkxAQ,3,0,0,0,0,0,0
752,G6GlGvlkxAQ$_$1,G6GlGvlkxAQ,3,0,0,0,0,0,0
753,G6GlGvlkxAQ$_$3,G6GlGvlkxAQ,3,0,0,0,0,0,0
754,G6GlGvlkxAQ$_$2,G6GlGvlkxAQ,3,0,0,0,0,0,0
755,G6GlGvlkxAQ$_$5,G6GlGvlkxAQ,3,0,0,0,0,0,0
756,G6GlGvlkxAQ$_$4,G6GlGvlkxAQ,3,0,0,0,0,0,0
757,G6GlGvlkxAQ$_$7,G6GlGvlkxAQ,3,0,0,0,0,0,0
758,G6GlGvlkxAQ$_$6,G6GlGvlkxAQ,3,0,0,0,0,0,0
759,G6GlGvlkxAQ$_$9,G6GlGvlkxAQ,3,0,0,0,0,0,0
760,G6GlGvlkxAQ$_$8,G6GlGvlkxAQ,3,0,0,0,0,0,0
761,G6GlGvlkxAQ$_$11,G6GlGvlkxAQ,3,0,0,0,0,0,0
762,G6GlGvlkxAQ$_$10,G6GlGvlkxAQ,3,0,0,0,0,0,0
763,G6GlGvlkxAQ$_$13,G6GlGvlkxAQ,3,0,0,0,0,0,0
764,G6GlGvlkxAQ$_$12,G6GlGvlkxAQ,3,0,0,0,0,0,0
765,G6GlGvlkxAQ$_$15,G6GlGvlkxAQ,3,0,0,0,0,0,0
766,G6GlGvlkxAQ$_$14,G6GlGvlkxAQ,3,0,0,0,0,0,0
767,G6GlGvlkxAQ$_$17,G6GlGvlkxAQ,3,0,0,0,0,0,0
768,G6GlGvlkxAQ$_$16,G6GlGvlkxAQ,3,0,0,0,0,0,0
769,G6GlGvlkxAQ$_$19,G6GlGvlkxAQ,3,0,0,0,0,0,0
770,G6GlGvlkxAQ$_$18,G6GlGvlkxAQ,3,0,0,0,0,0,0
771,GWuJjcEuzt8$_$11,GWuJjcEuzt8,2,0,0,1,0,0,0
772,GWuJjcEuzt8$_$10,GWuJjcEuzt8,2,0,0,1,0,0,0
773,GWuJjcEuzt8$_$13,GWuJjcEuzt8,2,0,0,1,0,0,0
774,GWuJjcEuzt8$_$12,GWuJjcEuzt8,2,0,0,1,0,0,0
775,GWuJjcEuzt8$_$15,GWuJjcEuzt8,2,0,0,1,0,0,0
776,GWuJjcEuzt8$_$14,GWuJjcEuzt8,2,0,0,1,0,0,0
777,GWuJjcEuzt8$_$17,GWuJjcEuzt8,2,0,0,1,0,0,0
778,GWuJjcEuzt8$_$16,GWuJjcEuzt8,2,0,0,1,0,0,0
779,GWuJjcEuzt8$_$18,GWuJjcEuzt8,2,0,0,1,0,0,0
780,GWuJjcEuzt8$_$1,GWuJjcEuzt8,2,0,0,1,0,0,0
781,GWuJjcEuzt8$_$3,GWuJjcEuzt8,2,0,0,1,0,0,0
782,GWuJjcEuzt8$_$2,GWuJjcEuzt8,2,0,0,1,0,0,0
783,GWuJjcEuzt8$_$5,GWuJjcEuzt8,2,0,0,1,0,0,0
784,GWuJjcEuzt8$_$4,GWuJjcEuzt8,2,0,0,1,0,0,0
785,GWuJjcEuzt8$_$7,GWuJjcEuzt8,2,0,0,1,0,0,0
786,GWuJjcEuzt8$_$6,GWuJjcEuzt8,2,0,0,1,0,0,0
787,GWuJjcEuzt8$_$9,GWuJjcEuzt8,2,0,0,1,0,0,0
788,GWuJjcEuzt8$_$8,GWuJjcEuzt8,2,0,0,1,0,0,0
789,HEsqda8_d0Q$_$24,HEsqda8_d0Q,2,0,0,1,0,0,1
790,HEsqda8_d0Q$_$25,HEsqda8_d0Q,2,0,0,1,0,0,1
791,HEsqda8_d0Q$_$26,HEsqda8_d0Q,2,0,0,1,0,0,1
792,HEsqda8_d0Q$_$27,HEsqda8_d0Q,2,0,0,1,0,0,1
793,HEsqda8_d0Q$_$20,HEsqda8_d0Q,2,0,0,1,0,0,1
794,HEsqda8_d0Q$_$21,HEsqda8_d0Q,2,0,0,1,0,0,1
795,HEsqda8_d0Q$_$22,HEsqda8_d0Q,2,0,0,1,0,0,1
796,HEsqda8_d0Q$_$23,HEsqda8_d0Q,2,0,0,1,0,0,1
797,HEsqda8_d0Q$_$28,HEsqda8_d0Q,2,0,0,1,0,0,1
798,HEsqda8_d0Q$_$29,HEsqda8_d0Q,2,0,0,1,0,0,1
799,HEsqda8_d0Q$_$1,HEsqda8_d0Q,2,0,0,1,0,0,1
800,HEsqda8_d0Q$_$3,HEsqda8_d0Q,2,0,0,1,0,0,1
801,HEsqda8_d0Q$_$2,HEsqda8_d0Q,2,0,0,1,0,0,1
802,HEsqda8_d0Q$_$5,HEsqda8_d0Q,2,0,0,1,0,0,1
803,HEsqda8_d0Q$_$4,HEsqda8_d0Q,2,0,0,1,0,0,1
804,HEsqda8_d0Q$_$7,HEsqda8_d0Q,2,0,0,1,0,0,1
805,HEsqda8_d0Q$_$6,HEsqda8_d0Q,2,0,0,1,0,0,1
806,HEsqda8_d0Q$_$9,HEsqda8_d0Q,2,0,0,1,0,0,1
807,HEsqda8_d0Q$_$8,HEsqda8_d0Q,2,0,0,1,0,0,1
808,HEsqda8_d0Q$_$11,HEsqda8_d0Q,2,0,0,1,0,0,1
809,HEsqda8_d0Q$_$10,HEsqda8_d0Q,2,0,0,1,0,0,1
810,HEsqda8_d0Q$_$13,HEsqda8_d0Q,2,0,0,1,0,0,1
811,HEsqda8_d0Q$_$12,HEsqda8_d0Q,2,0,0,1,0,0,1
812,HEsqda8_d0Q$_$15,HEsqda8_d0Q,2,0,0,1,0,0,1
813,HEsqda8_d0Q$_$14,HEsqda8_d0Q,2,0,0,1,0,0,1
814,HEsqda8_d0Q$_$17,HEsqda8_d0Q,2,0,0,1,0,0,1
815,HEsqda8_d0Q$_$16,HEsqda8_d0Q,2,0,0,1,0,0,1
816,HEsqda8_d0Q$_$19,HEsqda8_d0Q,2,0,0,1,0,0,1
817,HEsqda8_d0Q$_$18,HEsqda8_d0Q,2,0,0,1,0,0,1
818,HEsqda8_d0Q$_$31,HEsqda8_d0Q,2,0,0,1,0,0,1
819,HEsqda8_d0Q$_$30,HEsqda8_d0Q,2,0,0,1,0,0,1
820,HEsqda8_d0Q$_$34,HEsqda8_d0Q,2,0,0,1,0,0,1
821,HEsqda8_d0Q$_$33,HEsqda8_d0Q,2,0,0,1,0,0,1
822,HEsqda8_d0Q$_$32,HEsqda8_d0Q,2,0,0,1,0,0,1
823,I5y0__X72p0$_$24,I5y0__X72p0,0,0,0,0,0,0,0
824,I5y0__X72p0$_$25,I5y0__X72p0,0,0,0,0,0,0,0
825,I5y0__X72p0$_$26,I5y0__X72p0,0,0,0,0,0,0,0
826,I5y0__X72p0$_$27,I5y0__X72p0,0,0,0,0,0,0,0
827,I5y0__X72p0$_$20,I5y0__X72p0,0,0,0,0,0,0,0
828,I5y0__X72p0$_$21,I5y0__X72p0,0,0,0,0,0,0,0
829,I5y0__X72p0$_$22,I5y0__X72p0,0,0,0,0,0,0,0
830,I5y0__X72p0$_$23,I5y0__X72p0,0,0,0,0,0,0,0
831,I5y0__X72p0$_$28,I5y0__X72p0,0,0,0,0,0,0,0
832,I5y0__X72p0$_$29,I5y0__X72p0,0,0,0,0,0,0,0
833,I5y0__X72p0$_$1,I5y0__X72p0,0,0,0,0,0,0,0
834,I5y0__X72p0$_$3,I5y0__X72p0,0,0,0,0,0,0,0
835,I5y0__X72p0$_$2,I5y0__X72p0,0,0,0,0,0,0,0
836,I5y0__X72p0$_$5,I5y0__X72p0,0,0,0,0,0,0,0
837,I5y0__X72p0$_$4,I5y0__X72p0,0,0,0,0,0,0,0
838,I5y0__X72p0$_$7,I5y0__X72p0,0,0,0,0,0,0,0
839,I5y0__X72p0$_$6,I5y0__X72p0,0,0,0,0,0,0,0
840,I5y0__X72p0$_$9,I5y0__X72p0,0,0,0,0,0,0,0
841,I5y0__X72p0$_$8,I5y0__X72p0,0,0,0,0,0,0,0
842,I5y0__X72p0$_$39,I5y0__X72p0,0,0,0,0,0,0,0
843,I5y0__X72p0$_$38,I5y0__X72p0,0,0,0,0,0,0,0
844,I5y0__X72p0$_$11,I5y0__X72p0,0,0,0,0,0,0,0
845,I5y0__X72p0$_$10,I5y0__X72p0,0,0,0,0,0,0,0
846,I5y0__X72p0$_$13,I5y0__X72p0,0,0,0,0,0,0,0
847,I5y0__X72p0$_$12,I5y0__X72p0,0,0,0,0,0,0,0
848,I5y0__X72p0$_$15,I5y0__X72p0,0,0,0,0,0,0,0
849,I5y0__X72p0$_$14,I5y0__X72p0,0,0,0,0,0,0,0
850,I5y0__X72p0$_$17,I5y0__X72p0,0,0,0,0,0,0,0
851,I5y0__X72p0$_$16,I5y0__X72p0,0,0,0,0,0,0,0
852,I5y0__X72p0$_$19,I5y0__X72p0,0,0,0,0,0,0,0
853,I5y0__X72p0$_$18,I5y0__X72p0,0,0,0,0,0,0,0
854,I5y0__X72p0$_$31,I5y0__X72p0,0,0,0,0,0,0,0
855,I5y0__X72p0$_$30,I5y0__X72p0,0,0,0,0,0,0,0
856,I5y0__X72p0$_$37,I5y0__X72p0,0,0,0,0,0,0,0
857,I5y0__X72p0$_$36,I5y0__X72p0,0,0,0,0,0,0,0
858,I5y0__X72p0$_$35,I5y0__X72p0,0,0,0,0,0,0,0
859,I5y0__X72p0$_$34,I5y0__X72p0,0,0,0,0,0,0,0
860,I5y0__X72p0$_$33,I5y0__X72p0,0,0,0,0,0,0,0
861,I5y0__X72p0$_$32,I5y0__X72p0,0,0,0,0,0,0,0
862,Iu2PFX3z_1s$_$11,Iu2PFX3z_1s,4,1,1,0,0,0,0
863,Iu2PFX3z_1s$_$10,Iu2PFX3z_1s,4,1,1,0,0,0,0
864,Iu2PFX3z_1s$_$13,Iu2PFX3z_1s,4,1,1,0,0,0,0
865,Iu2PFX3z_1s$_$12,Iu2PFX3z_1s,4,1,1,0,0,0,0
866,Iu2PFX3z_1s$_$15,Iu2PFX3z_1s,4,1,1,0,0,0,0
867,Iu2PFX3z_1s$_$14,Iu2PFX3z_1s,4,1,1,0,0,0,0
868,Iu2PFX3z_1s$_$16,Iu2PFX3z_1s,4,1,1,0,0,0,0
869,Iu2PFX3z_1s$_$1,Iu2PFX3z_1s,4,1,1,0,0,0,0
870,Iu2PFX3z_1s$_$3,Iu2PFX3z_1s,4,1,1,0,0,0,0
871,Iu2PFX3z_1s$_$2,Iu2PFX3z_1s,4,1,1,0,0,0,0
872,Iu2PFX3z_1s$_$5,Iu2PFX3z_1s,4,1,1,0,0,0,0
873,Iu2PFX3z_1s$_$4,Iu2PFX3z_1s,4,1,1,0,0,0,0
874,Iu2PFX3z_1s$_$7,Iu2PFX3z_1s,4,1,1,0,0,0,0
875,Iu2PFX3z_1s$_$6,Iu2PFX3z_1s,4,1,1,0,0,0,0
876,Iu2PFX3z_1s$_$9,Iu2PFX3z_1s,4,1,1,0,0,0,0
877,Iu2PFX3z_1s$_$8,Iu2PFX3z_1s,4,1,1,0,0,0,0
878,IumbAb8q2dM$_$20,IumbAb8q2dM,3,0,0,0,1,0,0
879,IumbAb8q2dM$_$21,IumbAb8q2dM,3,0,0,0,1,0,0
880,IumbAb8q2dM$_$22,IumbAb8q2dM,3,0,0,0,1,0,0
881,IumbAb8q2dM$_$1,IumbAb8q2dM,3,0,0,0,1,0,0
882,IumbAb8q2dM$_$3,IumbAb8q2dM,3,0,0,0,1,0,0
883,IumbAb8q2dM$_$2,IumbAb8q2dM,3,0,0,0,1,0,0
884,IumbAb8q2dM$_$5,IumbAb8q2dM,3,0,0,0,1,0,0
885,IumbAb8q2dM$_$4,IumbAb8q2dM,3,0,0,0,1,0,0
886,IumbAb8q2dM$_$7,IumbAb8q2dM,3,0,0,0,1,0,0
887,IumbAb8q2dM$_$6,IumbAb8q2dM,3,0,0,0,1,0,0
888,IumbAb8q2dM$_$9,IumbAb8q2dM,3,0,0,0,1,0,0
889,IumbAb8q2dM$_$8,IumbAb8q2dM,3,0,0,0,1,0,0
890,IumbAb8q2dM$_$11,IumbAb8q2dM,3,0,0,0,1,0,0
891,IumbAb8q2dM$_$10,IumbAb8q2dM,3,0,0,0,1,0,0
892,IumbAb8q2dM$_$13,IumbAb8q2dM,3,0,0,0,1,0,0
893,IumbAb8q2dM$_$12,IumbAb8q2dM,3,0,0,0,1,0,0
894,IumbAb8q2dM$_$15,IumbAb8q2dM,3,0,0,0,1,0,0
895,IumbAb8q2dM$_$14,IumbAb8q2dM,3,0,0,0,1,0,0
896,IumbAb8q2dM$_$17,IumbAb8q2dM,3,0,0,0,1,0,0
897,IumbAb8q2dM$_$16,IumbAb8q2dM,3,0,0,0,1,0,0
898,IumbAb8q2dM$_$19,IumbAb8q2dM,3,0,0,0,1,0,0
899,IumbAb8q2dM$_$18,IumbAb8q2dM,3,0,0,0,1,0,0
900,Jkswaaud0hk$_$11,Jkswaaud0hk,0,0,0,0,0,0,0
901,Jkswaaud0hk$_$10,Jkswaaud0hk,0,0,0,0,0,0,0
902,Jkswaaud0hk$_$13,Jkswaaud0hk,0,0,0,0,0,0,0
903,Jkswaaud0hk$_$12,Jkswaaud0hk,0,0,0,0,0,0,0
904,Jkswaaud0hk$_$15,Jkswaaud0hk,0,0,0,0,0,0,0
905,Jkswaaud0hk$_$14,Jkswaaud0hk,0,0,0,0,0,0,0
906,Jkswaaud0hk$_$17,Jkswaaud0hk,0,0,0,0,0,0,0
907,Jkswaaud0hk$_$16,Jkswaaud0hk,0,0,0,0,0,0,0
908,Jkswaaud0hk$_$19,Jkswaaud0hk,0,0,0,0,0,0,0
909,Jkswaaud0hk$_$18,Jkswaaud0hk,0,0,0,0,0,0,0
910,Jkswaaud0hk$_$20,Jkswaaud0hk,0,0,0,0,0,0,0
911,Jkswaaud0hk$_$1,Jkswaaud0hk,0,0,0,0,0,0,0
912,Jkswaaud0hk$_$3,Jkswaaud0hk,0,0,0,0,0,0,0
913,Jkswaaud0hk$_$2,Jkswaaud0hk,0,0,0,0,0,0,0
914,Jkswaaud0hk$_$5,Jkswaaud0hk,0,0,0,0,0,0,0
915,Jkswaaud0hk$_$4,Jkswaaud0hk,0,0,0,0,0,0,0
916,Jkswaaud0hk$_$7,Jkswaaud0hk,0,0,0,0,0,0,0
917,Jkswaaud0hk$_$6,Jkswaaud0hk,0,0,0,0,0,0,0
918,Jkswaaud0hk$_$9,Jkswaaud0hk,0,0,0,0,0,0,0
919,Jkswaaud0hk$_$8,Jkswaaud0hk,0,0,0,0,0,0,0
920,LSi-o-IrDMs$_$24,LSi-o-IrDMs,1,1,0,0,0,0,0
921,LSi-o-IrDMs$_$25,LSi-o-IrDMs,1,1,0,0,0,0,0
922,LSi-o-IrDMs$_$26,LSi-o-IrDMs,1,1,0,0,0,0,0
923,LSi-o-IrDMs$_$27,LSi-o-IrDMs,1,1,0,0,0,0,0
924,LSi-o-IrDMs$_$20,LSi-o-IrDMs,1,1,0,0,0,0,0
925,LSi-o-IrDMs$_$21,LSi-o-IrDMs,1,1,0,0,0,0,0
926,LSi-o-IrDMs$_$22,LSi-o-IrDMs,1,1,0,0,0,0,0
927,LSi-o-IrDMs$_$23,LSi-o-IrDMs,1,1,0,0,0,0,0
928,LSi-o-IrDMs$_$28,LSi-o-IrDMs,1,1,0,0,0,0,0
929,LSi-o-IrDMs$_$29,LSi-o-IrDMs,1,1,0,0,0,0,0
930,LSi-o-IrDMs$_$1,LSi-o-IrDMs,1,1,0,0,0,0,0
931,LSi-o-IrDMs$_$3,LSi-o-IrDMs,1,1,0,0,0,0,0
932,LSi-o-IrDMs$_$2,LSi-o-IrDMs,1,1,0,0,0,0,0
933,LSi-o-IrDMs$_$5,LSi-o-IrDMs,1,1,0,0,0,0,0
934,LSi-o-IrDMs$_$4,LSi-o-IrDMs,1,1,0,0,0,0,0
935,LSi-o-IrDMs$_$7,LSi-o-IrDMs,1,1,0,0,0,0,0
936,LSi-o-IrDMs$_$6,LSi-o-IrDMs,1,1,0,0,0,0,0
937,LSi-o-IrDMs$_$9,LSi-o-IrDMs,1,1,0,0,0,0,0
938,LSi-o-IrDMs$_$8,LSi-o-IrDMs,1,1,0,0,0,0,0
939,LSi-o-IrDMs$_$11,LSi-o-IrDMs,1,1,0,0,0,0,0
940,LSi-o-IrDMs$_$10,LSi-o-IrDMs,1,1,0,0,0,0,0
941,LSi-o-IrDMs$_$13,LSi-o-IrDMs,1,1,0,0,0,0,0
942,LSi-o-IrDMs$_$12,LSi-o-IrDMs,1,1,0,0,0,0,0
943,LSi-o-IrDMs$_$15,LSi-o-IrDMs,1,1,0,0,0,0,0
944,LSi-o-IrDMs$_$14,LSi-o-IrDMs,1,1,0,0,0,0,0
945,LSi-o-IrDMs$_$17,LSi-o-IrDMs,1,1,0,0,0,0,0
946,LSi-o-IrDMs$_$16,LSi-o-IrDMs,1,1,0,0,0,0,0
947,LSi-o-IrDMs$_$19,LSi-o-IrDMs,1,1,0,0,0,0,0
948,LSi-o-IrDMs$_$18,LSi-o-IrDMs,1,1,0,0,0,0,0
949,MLal-t_vJPM$_$11,MLal-t_vJPM,0,1,1,0,0,0,0
950,MLal-t_vJPM$_$10,MLal-t_vJPM,0,1,1,0,0,0,0
951,MLal-t_vJPM$_$13,MLal-t_vJPM,0,1,1,0,0,0,0
952,MLal-t_vJPM$_$12,MLal-t_vJPM,0,1,1,0,0,0,0
953,MLal-t_vJPM$_$15,MLal-t_vJPM,0,1,1,0,0,0,0
954,MLal-t_vJPM$_$14,MLal-t_vJPM,0,1,1,0,0,0,0
955,MLal-t_vJPM$_$17,MLal-t_vJPM,0,1,1,0,0,0,0
956,MLal-t_vJPM$_$16,MLal-t_vJPM,0,1,1,0,0,0,0
957,MLal-t_vJPM$_$18,MLal-t_vJPM,0,1,1,0,0,0,0
958,MLal-t_vJPM$_$1,MLal-t_vJPM,0,1,1,0,0,0,0
959,MLal-t_vJPM$_$3,MLal-t_vJPM,0,1,1,0,0,0,0
960,MLal-t_vJPM$_$2,MLal-t_vJPM,0,1,1,0,0,0,0
961,MLal-t_vJPM$_$5,MLal-t_vJPM,0,1,1,0,0,0,0
962,MLal-t_vJPM$_$4,MLal-t_vJPM,0,1,1,0,0,0,0
963,MLal-t_vJPM$_$7,MLal-t_vJPM,0,1,1,0,0,0,0
964,MLal-t_vJPM$_$6,MLal-t_vJPM,0,1,1,0,0,0,0
