section	split	mode	method	expert_id	metric	value	reference	notes
teacher_oof_metric	judge_valid_1	LV	Mode-only weighting	NA	F1	0.8492114002	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	J	0.55674551	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	MAE	0.55674551	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	Corr	0.7396058448	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	Acc7	0.519517946	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	Acc5	0.5374639769	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	Acc2	0.848934044	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Mode-only weighting	NA	F1	0.8485247685	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	J	0.5557398234	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	MAE	0.5559820661	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	Corr	0.740539195	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	Acc7	0.5197471837	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	Acc5	0.5379552004	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	Acc2	0.8489756829	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Mode-only weighting	NA	F1	0.8485405564	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	J	0.5551800088	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	MAE	0.5551800088	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	Corr	0.7414860629	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	Acc7	0.5206968824	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	Acc5	0.5392978779	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	Acc2	0.8496002665	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Scalar-risk weighting	NA	F1	0.8491179152	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	J	0.5567715578	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	MAE	0.5567715578	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	Corr	0.73967252	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	Acc7	0.5204348965	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	Acc5	0.5383809274	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	Acc2	0.8487674883	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Scalar-risk weighting	NA	F1	0.8482540376	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	J	0.5550285244	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	MAE	0.5550285244	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	Corr	0.7414050427	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	Acc7	0.5189939743	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	Acc5	0.537332984	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	Acc2	0.8491005996	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Scalar-risk weighting	NA	F1	0.8486636892	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	J	0.5566856551	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	MAE	0.5566856551	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	Corr	0.7396038023	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	Acc7	0.5205658894	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	Acc5	0.5385119204	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	Acc2	0.848934044	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Scalar-risk weighting	NA	F1	0.848449556	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	J	0.5556709606	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	MAE	0.5559164365	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	Corr	0.740541857	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	Acc7	0.5201729107	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	Acc5	0.5383809274	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	Acc2	0.8491005996	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Scalar-risk weighting	NA	F1	0.8486212995	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	J	0.5551703121	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	MAE	0.5551703121	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	Corr	0.7416044419	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	Acc7	0.521351847	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	Acc5	0.5400838355	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	Acc2	0.8491005996	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Joint-risk personalized Teacher	NA	F1	0.8485882798	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	J	0.556908956	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	MAE	0.556908956	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	Corr	0.739641103	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	Acc7	0.5199109248	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	Acc5	0.5382499345	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	Acc2	0.8492671552	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Joint-risk personalized Teacher	NA	F1	0.8487459326	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	J	0.5551658306	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	MAE	0.5551658306	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	Corr	0.7414662885	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	Acc7	0.5192559602	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	Acc5	0.5378569557	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	Acc2	0.8487674883	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Joint-risk personalized Teacher	NA	F1	0.8483483906	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	J	0.5569313543	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	MAE	0.5569313543	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	Corr	0.7395527163	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	Acc7	0.5188629814	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	Acc5	0.5369400052	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	Acc2	0.8494337109	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Joint-risk personalized Teacher	NA	F1	0.8489977649	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	J	0.5557528462	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	MAE	0.5560441133	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	Corr	0.7405661374	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	Acc7	0.5198454283	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	Acc5	0.5382826827	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	Acc2	0.8491422385	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Joint-risk personalized Teacher	NA	F1	0.848670092	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	J	0.5552007039	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	MAE	0.5552007039	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	Corr	0.7416584134	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	Acc7	0.521351847	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	Acc5	0.5400838355	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	Acc2	0.848934044	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Shuffled Judge	NA	F1	0.8484306362	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	J	0.5569410773	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	MAE	0.5569410773	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	Corr	0.73968774	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	Acc7	0.5200419177	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	Acc5	0.5383809274	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	Acc2	0.8491005996	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Shuffled Judge	NA	F1	0.8485882798	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	J	0.5551979248	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	MAE	0.5551979248	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	Corr	0.7415143568	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	Acc7	0.5191249673	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	Acc5	0.5377259628	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	Acc2	0.8487674883	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Shuffled Judge	NA	F1	0.8483483906	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	J	0.5569615	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	MAE	0.5569615	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	Corr	0.7395983116	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	Acc7	0.5188629814	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	Acc5	0.5369400052	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	Acc2	0.8492671552	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Shuffled Judge	NA	F1	0.8488400904	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	J	0.555783769	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	MAE	0.5560753015	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	Corr	0.7406147055	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	Acc7	0.5198454283	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	Acc5	0.5382826827	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	Acc2	0.8490173218	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Shuffled Judge	NA	F1	0.8485518492	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	J	0.403750262	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	MAE	0.403750262	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	Corr	0.8383321424	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	Acc7	0.6520827875	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	Acc5	0.6698978255	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	Acc2	0.902898068	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LAV	Oracle expert selection	NA	F1	0.9024636793	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	J	0.4060410719	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	MAE	0.4060410719	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	Corr	0.8370429672	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	Acc7	0.6510348441	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	Acc5	0.668980875	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	Acc2	0.9005662891	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LA	Oracle expert selection	NA	F1	0.9000830874	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	J	0.4043928554	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	MAE	0.4043928554	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	Corr	0.8382692912	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	Acc7	0.6510348441	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	Acc5	0.6693738538	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	Acc2	0.9030646236	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	LV	Oracle expert selection	NA	F1	0.9026371897	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	J	0.4064099691	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	MAE	0.4064099691	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	Corr	0.8370642453	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	Acc7	0.6499869007	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	Acc5	0.6681949175	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	Acc2	0.9003997335	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	L	Oracle expert selection	NA	F1	0.8999092874	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	J	0.404682447	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	MAE	0.4051485396	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	Corr	0.8376771615	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	Acc7	0.6510348441	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	Acc5	0.669111868	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	Acc2	0.9017321785	Per-mode fixed stacking	NA
teacher_oof_metric	judge_valid_1	Overall	Oracle expert selection	NA	F1	0.901273311	Per-mode fixed stacking	NA
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	2.414590043938595e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.339709828700241e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0006327502184907963	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	trigger_rate	0.012195121951219513	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LAV	Joint-risk personalized Teacher	NA	fallback_rate	0.9878048780487805	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	2.1086122522789576e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.489210860629656e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0005742929150462955	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	trigger_rate	0.011849976990335942	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LA	Joint-risk personalized Teacher	NA	fallback_rate	0.988150023009664	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	2.296782808765064e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.487390775190616e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0006037602705354348	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	trigger_rate	0.011734928670041417	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	LV	Joint-risk personalized Teacher	NA	fallback_rate	0.9882650713299586	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	2.0744399772777794e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.951636188228758e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0004940160992348826	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	trigger_rate	0.010009203865623562	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	0	L	Joint-risk personalized Teacher	NA	fallback_rate	0.9899907961343765	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	3.307022556120097e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.93403231215999e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0011776919557898874	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	trigger_rate	0.034320146712077546	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LAV	Joint-risk personalized Teacher	NA	fallback_rate	0.9656798532879225	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	3.294308232105927e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.7591825448281885e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0011878768783678282	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	trigger_rate	0.034975111343987425	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LA	Joint-risk personalized Teacher	NA	fallback_rate	0.9650248886560125	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	3.2389354725194577e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.86169063033393e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.001149978178739848	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	trigger_rate	0.03340319622740372	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	LV	Joint-risk personalized Teacher	NA	fallback_rate	0.9665968037725963	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	mean_expert_weight_variance	3.2635452893151403e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	max_expert_weight_variance	4.763362038285558e-06	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	mean_distance_to_fallback_l1	0.0011765926573788315	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	p90_distance_to_fallback_l1	0.0	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	trigger_rate	0.034713125491223476	Per-mode fixed stacking	diagnostic_only
dynamic_weight_diagnostic	1	L	Joint-risk personalized Teacher	NA	fallback_rate	0.9652868745087765	Per-mode fixed stacking	diagnostic_only
expert_dominance	0	LAV	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LAV	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.9998849516797055	NA	diagnostic_only
expert_dominance	0	LAV	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LAV	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LAV	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0001150483202945237	NA	diagnostic_only
expert_dominance	0	LA	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LA	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	1.0	NA	diagnostic_only
expert_dominance	0	LA	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LA	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LA	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LV	Joint-risk personalized Teacher	uniform_kd_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LV	Joint-risk personalized Teacher	moddrop_seed1111	dominance_fraction	0.999769903359411	NA	diagnostic_only
expert_dominance	0	LV	Joint-risk personalized Teacher	moddrop_seed1114	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LV	Joint-risk personalized Teacher	cfcompat_seed1111	dominance_fraction	0.0	NA	diagnostic_only
expert_dominance	0	LV	Joint-risk personalized Teacher	cfcompat_seed1114	dominance_fraction	0.0002300966405890474	NA	diagnostic_only
